Occurrence_year,Homicide_Type,Neighbourhood,Lat,Long,postcode
688,2018,Shooting,Bayview Village (52),43.780727,-79.387390,M2K 1W4
689,2018,Shooting,Highland Creek (134),43.782192,-79.172447,M1C 1B6
690,2018,Other,Casa Loma (96),43.680107,-79.417091,M6G 2H2
691,2018,Shooting,Black Creek (24),43.768829,-79.520401,M3N 2K7
692,2018,Stabbing,Parkwoods-Donalda (45),43.761753,-79.347229,M3B 3H2
693,2018,Shooting,Mount Olive-Silverstone-Jamestown (2),43.746319,-79.588165,M9V 2C9
694,2018,Shooting,Humber Heights-Westmount (8),43.692627,-79.517494,M9P 1E9
695,2018,Shooting,Yorkdale-Glen Park (31),43.718262,-79.455681,M6A 3B2
696,2018,Shooting,Yorkdale-Glen Park (31),43.718262,-79.455681,M6A 3B2
697,2018,Shooting,Wexford/Maryvale (119),43.764519,-79.318161,M3A 2C7
698,2018,Stabbing,Old East York (58),43.694725,-79.343117,M4J 3S2
699,2018,Stabbing,Kennedy Park (124),43.727463,-79.252602,NOTAVAIL
700,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
701,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
702,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
703,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
704,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
705,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
706,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
707,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
708,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
709,2018,Other,Willowdale East (51),43.759949,-79.410561,M2N 6G5
710,2018,Stabbing,Birchcliffe-Cliffside (122),43.674774,-79.278748,M4E 1H9
711,2018,Shooting,Princess-Rosethorn (10),43.673397,-79.550163,M9B 2Y7
712,2018,Shooting,Morningside (135),43.775425,-79.216194,M1G 3B5
713,2018,Shooting,Bay Street Corridor (76),43.647335,-79.379730,NOTAVAIL
714,2018,Stabbing,Annex (95),43.670311,-79.405304,M5R 2S7
715,2018,Other,Old East York (58),43.691372,-79.349548,M4K 2T3
716,2018,Stabbing,East End-Danforth (62),43.678127,-79.301178,M4L 1V3
717,2018,Shooting,Malvern (132),43.804497,-79.224228,M1B 2P3
718,2018,Shooting,Annex (95),43.671360,-79.390198,M5R 1C1
719,2018,Shooting,Church-Yonge Corridor (75),43.656330,-79.380928,M5B 1R8
720,2018,Shooting,New Toronto (18),43.602589,-79.509399,M8V 3Z2
721,2018,Stabbing,Little Portugal (84),43.647820,-79.432915,NOTAVAIL
722,2018,Other,Niagara (82),43.645016,-79.409477,M6J 2L5
723,2018,Other,Roncesvalles (86),43.644207,-79.435364,M6K 1L8
724,2018,Stabbing,Cliffcrest (123),43.719192,-79.249176,M1M 1T2
725,2018,Other,Rosedale-Moore Park (98),43.670227,-79.386787,M4Y 2B2
726,2018,Shooting,Englemount-Lawrence (32),43.719486,-79.443909,M6A 2N4
727,2018,Shooting,Thistletown-Beaumond Heights (3),43.738457,-79.576439,M9V 1T1
728,2018,Shooting,Thistletown-Beaumond Heights (3),43.738457,-79.576439,M9V 1T1
729,2018,Stabbing,Mount Olive-Silverstone-Jamestown (2),43.737454,-79.590126,M9V 3R4
730,2018,Shooting,Moss Park (73),43.658295,-79.371033,M5A 1Z9
731,2018,Shooting,Kensington-Chinatown (78),43.649353,-79.393700,M5V 2L6
732,2018,Shooting,Kensington-Chinatown (78),43.649353,-79.393700,M5V 2L6
733,2018,Stabbing,Danforth (66),43.681484,-79.332382,M4J 1M3
734,2018,Shooting,Kensington-Chinatown (78),43.655235,-79.402336,M5T 1M1
735,2018,Shooting,Black Creek (24),43.767212,-79.514770,M3N 2K7
736,2018,Shooting,Black Creek (24),43.769165,-79.518761,M3N 2S6
737,2018,Other,Clairlea-Birchmount (120),43.704384,-79.288559,NOTAVAIL
738,2018,Shooting,Playter Estates-Danforth (67),43.677559,-79.351967,M4K 1P1
739,2018,Stabbing,South Riverdale (70),43.656498,-79.347557,M4M 1B7
740,2018,Shooting,Playter Estates-Danforth (67),43.677559,-79.351967,M4K 1P1
741,2018,Shooting,Humber Summit (21),43.754711,-79.568871,M9L 2E3
742,2012,Other,Church-Yonge Corridor (75),43.663700,-79.380112,M4Y 1X7
743,2015,Other,Woburn (137),43.751030,-79.222259,M1H 2A2
744,2010,Other,Thorncliffe Park (55),43.708019,-79.341385,M4H 1C5
745,2010,Other,Thorncliffe Park (55),43.708019,-79.341385,M4H 1C5
746,2015,Other,Thorncliffe Park (55),43.708019,-79.341385,M4H 1C5
747,2018,Shooting,Mount Olive-Silverstone-Jamestown (2),43.732025,-79.589424,M9V 4N4
748,2018,Stabbing,Kingsview Village-The Westway (6),43.692574,-79.555534,M9R 2K5
749,2018,Stabbing,Islington-City Centre West (14),43.610126,-79.556908,M9C 1B8
750,2018,Shooting,Moss Park (73),43.652698,-79.366211,NOTAVAIL
751,2018,Shooting,Danforth (66),43.679794,-79.340607,M4K 1P6
752,2018,Shooting,Mount Dennis (115),43.691303,-79.500893,M6M 2E1
753,2018,Other,New Toronto (18),43.601540,-79.508896,M8V 3Z2
754,2018,Stabbing,Weston (113),43.700161,-79.516205,M9N 2B3
755,2018,Other,Rouge (131),43.812973,-79.243080,M1B 2W4
756,2018,Other,Regent Park (72),43.661892,-79.358459,M5A 3N9
757,2018,Stabbing,Islington-City Centre West (14),43.610126,-79.556908,M9C 1B8
758,2018,Shooting,Clairlea-Birchmount (120),43.701515,-79.275543,M1L 3Z3
759,2018,Shooting,Malvern (132),43.809147,-79.210167,M1B 1M9
760,2018,Shooting,Niagara (82),43.635738,-79.403290,M5V 1A4
761,2018,Shooting,Weston-Pellam Park (91),43.674015,-79.463173,NOTAVAIL
762,2018,Other,Roncesvalles (86),43.644207,-79.435364,M6K 1L8
763,2018,Stabbing,Willowridge-Martingrove-Richview (7),43.682762,-79.569763,M9R 3V7
764,2018,Shooting,Eglinton East (138),43.741611,-79.232613,M1M 3R2
765,2018,Shooting,Agincourt South-Malvern West (128),43.788845,-79.262489,NOTAVAIL
766,2018,Stabbing,Newtonbrook East (50),43.788982,-79.417824,M2M 3W2
767,2018,Shooting,Henry Farm (53),43.772690,-79.344818,M2J 1M4
768,2018,Shooting,Regent Park (72),43.659271,-79.363495,M5A 2B7
769,2009,Shooting,Downsview-Roding-CFB (26),43.717705,-79.523048,M9M 1A7
770,2010,Shooting,Malvern (132),43.811859,-79.211212,M1B 3A9
771,2009,Stabbing,Runnymede-Bloor West Village (89),43.665608,-79.498611,NOTAVAIL
772,2010,Other,Kensington-Chinatown (78),43.650265,-79.398163,M5T 1E2
773,2010,Stabbing,Wexford/Maryvale (119),43.762024,-79.317085,M3A 2X2
774,2009,Other,University (79),43.658260,-79.398201,M5T 1R8
775,2009,Shooting,Junction Area (90),43.665565,-79.478958,NOTAVAIL
776,2010,Stabbing,Cabbagetown-South St.James Town (71),43.662918,-79.374352,M5A 2K6
777,2011,Stabbing,Kensington-Chinatown (78),43.648067,-79.399673,M5V 2B4
778,2011,Shooting,Ionview (125),43.732864,-79.278900,M1K 1S4
779,2011,Other,West Hill (136),43.762016,-79.194740,M1E 5B3
780,2016,Shooting,Glenfield-Jane Heights (25),43.737808,-79.520134,M3N 1C2
781,2011,Other,Annex (95),43.674728,-79.396606,M5R 2H6
782,2015,Stabbing,Church-Yonge Corridor (75),43.651695,-79.378982,NOTAVAIL
783,2016,Other,Moss Park (73),43.650467,-79.371910,M5E 0A1
784,2015,Other,Rockcliffe-Smythe (111),43.671673,-79.493752,NOTAVAIL
785,2016,Shooting,Bendale (127),43.752975,-79.258072,M1P 2S7
786,2015,Shooting,Little Portugal (84),43.641132,-79.423729,M6J 3S7
787,2011,Other,Forest Hill North (102),43.704624,-79.438500,M6E 3B5
788,2016,Stabbing,Church-Yonge Corridor (75),43.669415,-79.382492,M4Y 2T0
789,2015,Shooting,Little Portugal (84),43.641132,-79.423729,M6J 3S7
790,2011,Other,North St.James Town (74),43.666286,-79.378349,M4Y 1H2
791,2016,Other,Blake-Jones (69),43.677151,-79.334877,M4J 1K8
792,2015,Stabbing,Cliffcrest (123),43.729393,-79.229729,M1M 1P2
793,2010,Shooting,Brookhaven-Amesbury (30),43.698422,-79.502609,M9N 2S4
794,2016,Other,Moss Park (73),43.657307,-79.373459,M5A 2L3
795,2015,Other,Dovercourt-Wallace Emerson-Junction (93),43.668812,-79.447296,M6H 3Z6
796,2011,Shooting,Humber Summit (21),43.750652,-79.549072,M9M 2C7
797,2016,Other,North Riverdale (68),43.666161,-79.352913,M4M 2B5
798,2015,Stabbing,North St.James Town (74),43.671356,-79.372322,M4Y 0A4
799,2011,Stabbing,York University Heights (27),43.749611,-79.487595,NOTAVAIL
800,2016,Shooting,Niagara (82),43.641914,-79.412705,M5V 3H5
801,2015,Shooting,Niagara (82),43.632687,-79.424927,M6K 1A9
802,2011,Shooting,Beechborough-Greenbrook (112),43.693413,-79.483269,M6M 5E6
803,2016,Other,Scarborough Village (139),43.739586,-79.222824,M1J 2G4
804,2015,Shooting,Niagara (82),43.632687,-79.424927,M6K 1A9
805,2011,Shooting,Woburn (137),43.759609,-79.221199,M1G 1P7
806,2016,Other,Scarborough Village (139),43.739586,-79.222824,M1J 2G4
807,2015,Stabbing,Weston-Pellam Park (91),43.676575,-79.463890,NOTAVAIL
808,2011,Shooting,Weston (113),43.697304,-79.509460,M9N 3B3
809,2016,Other,Scarborough Village (139),43.739586,-79.222824,M1J 2G4
810,2015,Shooting,Bay Street Corridor (76),43.654320,-79.383202,M5G 2C3
811,2011,Shooting,Malvern (132),43.800617,-79.214729,M1B 1M4
812,2016,Shooting,South Riverdale (70),43.660065,-79.352310,M4M 1G3
813,2015,Shooting,Moss Park (73),43.658295,-79.371033,NOTAVAIL
814,2011,Shooting,Lambton Baby Point (114),43.664887,-79.501503,NOTAVAIL
815,2011,Other,Dovercourt-Wallace Emerson-Junction (93),43.667221,-79.427856,M6G 3V5
816,2011,Shooting,Kingsview Village-The Westway (6),43.695797,-79.552155,M9R
817,2011,Other,South Parkdale (85),43.636929,-79.437271,M6K 1C2
818,2011,Shooting,Eglinton East (138),43.734810,-79.256836,M1K 2R5
819,2011,Shooting,The Beaches (63),43.667248,-79.312592,M4L 1G5
820,2011,Other,York University Heights (27),43.765381,-79.502670,M3J 1V6
821,2011,Other,Danforth (66),43.686600,-79.324966,M4C 3C9
822,2011,Shooting,Rexdale-Kipling (4),43.713322,-79.559692,M9W 1N7
823,2011,Shooting,L'Amoreaux (117),43.793110,-79.331413,M1W 2T4
824,2010,Shooting,Rustic (28),43.715744,-79.504761,M6L 1N4
825,2011,Shooting,Mount Olive-Silverstone-Jamestown (2),43.739082,-79.592819,M9V 3L5
826,2010,Other,The Beaches (63),43.663399,-79.309753,M4L 3R3
827,2010,Other,Eglinton East (138),43.738136,-79.237938,M1J 2E3
828,2011,Shooting,Glenfield-Jane Heights (25),43.752510,-79.516487,NOTAVAIL
829,2011,Stabbing,Wexford/Maryvale (119),43.728893,-79.304382,M4A 1L9
830,2011,Stabbing,Scarborough Village (139),43.742489,-79.222107,M1J 2G2
831,2011,Shooting,Islington-City Centre West (14),43.652653,-79.563225,M9B 2E4
832,2011,Other,Mount Dennis (115),43.688309,-79.493141,M6M 5C4
833,2011,Shooting,Mount Dennis (115),43.691208,-79.507980,M6M 5H6
834,2011,Stabbing,Downsview-Roding-CFB (26),43.726284,-79.483704,M3M 1J8
835,2011,Shooting,York University Heights (27),43.743107,-79.494240,M3J 3C8
836,2011,Shooting,Clanton Park (33),43.741222,-79.436447,M3H 1S8
837,2011,Shooting,Lambton Baby Point (114),43.664887,-79.501503,NOTAVAIL
838,2011,Other,Woburn (137),43.772530,-79.249855,M1H 2P4
839,2011,Shooting,Clairlea-Birchmount (120),43.707001,-79.268127,M1K 1N8
840,2011,Shooting,Trinity-Bellwoods (81),43.647186,-79.415939,M6J 2X5
841,2010,Shooting,West Hill (136),43.765450,-79.199470,M1E 1X2
842,2011,Shooting,Clairlea-Birchmount (120),43.716675,-79.299286,NOTAVAIL
843,2011,Shooting,Taylor-Massey (61),43.694382,-79.300606,M4C 5A2
844,2010,Other,Wexford/Maryvale (119),43.766548,-79.313377,M1R 2L2
845,2011,Shooting,Black Creek (24),43.763435,-79.509880,M3N 1N3
846,2011,Shooting,Etobicoke West Mall (13),43.648502,-79.576164,M9C 3S8
847,2011,Shooting,Downsview-Roding-CFB (26),43.730045,-79.508614,M3M 1S5
848,2010,Other,High Park-Swansea (87),43.655033,-79.453445,NOTAVAIL
849,2011,Shooting,South Riverdale (70),43.652348,-79.322922,M4M 3H9
850,2011,Stabbing,Newtonbrook East (50),43.782501,-79.407463,M2N 4R4
851,2011,Stabbing,Bedford Park-Nortown (39),43.739376,-79.423866,M5M 3B1
852,2010,Other,Moss Park (73),43.654526,-79.369461,M5A 1S2
853,2011,Shooting,Morningside (135),43.764053,-79.205627,M1G 1P1
854,2011,Stabbing,Kensington-Chinatown (78),43.652554,-79.399872,M5T 2K2
855,2011,Other,Regent Park (72),43.662418,-79.358688,M5A 2B7
856,2011,Other,Rustic (28),43.702881,-79.503838,NOTAVAIL
857,2011,Other,Malvern (132),43.791912,-79.230370,M1B 1M5
858,2010,Shooting,Oakwood Village (107),43.684906,-79.433777,M6C 3N9
859,2010,Stabbing,L'Amoreaux (117),43.797489,-79.312317,M1W 2R5
860,2010,Shooting,Beechborough-Greenbrook (112),43.691227,-79.470398,M6M 3P1
861,2010,Other,Brookhaven-Amesbury (30),43.699554,-79.502892,M9N 2S4
862,2012,Shooting,Clairlea-Birchmount (120),43.727947,-79.282761,M1L 2M3
863,2012,Stabbing,Niagara (82),43.638653,-79.417107,M6K 3P8
864,2012,Other,Leaside-Bennington (56),43.705360,-79.365494,M4G 3A1
865,2012,Shooting,Ionview (125),43.729965,-79.277862,M1K 1S4
866,2012,Shooting,Malvern (132),43.805580,-79.220924,M1B 1B3
867,2016,Shooting,South Parkdale (85),43.637348,-79.425339,M6K 3E3
868,2016,Stabbing,York University Heights (27),43.768520,-79.500557,M3J 0K9
869,2016,Stabbing,Bendale (127),43.774399,-79.253548,M1P 0B2
870,2016,Other,Weston-Pellam Park (91),43.670212,-79.457031,NOTAVAIL
871,2016,Shooting,West Humber-Clairville (1),43.734100,-79.609917,M9W 6N5
872,2014,Other,Church-Yonge Corridor (75),43.654324,-79.378769,NOTAVAIL
873,2016,Shooting,Weston (113),43.700603,-79.517792,M9N 1W2
874,2015,Shooting,Rustic (28),43.714138,-79.504112,M6L 1N4
875,2016,Shooting,West Humber-Clairville (1),43.747040,-79.600159,M9V 3J4
876,2015,Shooting,Mount Olive-Silverstone-Jamestown (2),43.732510,-79.586418,M9V 3M5
877,2016,Shooting,Kingsview Village-The Westway (6),43.699532,-79.556374,M9R 1T7
878,2015,Stabbing,Rockcliffe-Smythe (111),43.678242,-79.499756,NOTAVAIL
879,2016,Shooting,Morningside (135),43.764053,-79.205627,M1G 1P1
880,2015,Stabbing,West Hill (136),43.766151,-79.196434,M1E 1X2
881,2016,Other,Palmerston-Little Italy (80),43.655464,-79.412613,M6G 1C2
882,2015,Stabbing,Morningside (135),43.789551,-79.212067,M1E 4E6
883,2016,Shooting,Victoria Village (43),43.726028,-79.313522,M4A 1J8
884,2015,Shooting,Highland Creek (134),43.792107,-79.156876,M1C 0C3
885,2016,Shooting,Black Creek (24),43.769165,-79.518761,M3N 2S6
886,2015,Shooting,West Humber-Clairville (1),43.686760,-79.595566,NOTAVAIL
887,2016,Shooting,South Riverdale (70),43.661774,-79.352943,M4M 1G3
888,2015,Shooting,Church-Yonge Corridor (75),43.668633,-79.386116,M4Y 2B2
889,2016,Other,Clanton Park (33),43.750641,-79.441567,M3H 2S1
890,2015,Shooting,Leaside-Bennington (56),43.717308,-79.359261,M4G 2L8
891,2016,Stabbing,Black Creek (24),43.755314,-79.526909,M3N 1N1
892,2015,Other,Woodbine Corridor (64),43.680378,-79.311905,M4L 2C2
893,2016,Shooting,Old East York (58),43.693741,-79.342728,M4J 3S2
894,2015,Other,Clairlea-Birchmount (120),43.713215,-79.273888,M1L 1W3
895,2016,Shooting,Scarborough Village (139),43.745022,-79.219696,M1J 3P2
896,2015,Stabbing,North St.James Town (74),43.667297,-79.373779,M4X 1P8
897,2016,Stabbing,Dufferin Grove (83),43.652744,-79.431679,M6H 1B2
898,2015,Stabbing,Tam O'Shanter-Sullivan (118),43.776722,-79.308639,M1T 1M6
899,2016,Shooting,Weston (113),43.700161,-79.516205,M9N 2B3
900,2015,Shooting,West Humber-Clairville (1),43.731846,-79.604095,M9W 5L7
901,2016,Shooting,Kingsview Village-The Westway (6),43.701328,-79.548676,M9R 1V8
902,2015,Shooting,Thistletown-Beaumond Heights (3),43.743267,-79.582115,M9V 0A1
903,2016,Stabbing,Moss Park (73),43.656166,-79.370125,NOTAVAIL
904,2015,Shooting,Waterfront Communities-The Island (77),43.646515,-79.393936,M5V 1K1
905,2015,Shooting,Don Valley Village (47),43.776211,-79.341011,M2J 5A7
906,2015,Stabbing,Church-Yonge Corridor (75),43.660671,-79.378876,M5B 1J6
907,2015,Shooting,Humber Summit (21),43.755978,-79.572075,M9L 2E3
908,2015,Stabbing,Bay Street Corridor (76),43.647335,-79.379730,NOTAVAIL
909,2015,Other,Oakridge (121),43.696999,-79.285400,M1L 3P1
910,2015,Other,Humewood-Cedarvale (106),43.686195,-79.420868,M6C 0A2
911,2015,Other,Mount Pleasant West (104),43.701797,-79.397346,M2S 2A2
912,2016,Shooting,Taylor-Massey (61),43.693146,-79.291298,M4C 5M9
913,2016,Other,Newtonbrook East (50),43.796535,-79.410484,M2M 3G1
914,2016,Shooting,Princess-Rosethorn (10),43.671997,-79.543495,M9A 2P7
915,2016,Shooting,L'Amoreaux (117),43.798180,-79.333130,M1W 2K7
916,2016,Shooting,New Toronto (18),43.599792,-79.509712,NOTAVAIL
917,2016,Shooting,Bendale (127),43.771683,-79.253655,M1P 4X4
918,2016,Shooting,Yorkdale-Glen Park (31),43.708241,-79.465813,M6B 2S9
919,2016,Shooting,Kensington-Chinatown (78),43.655853,-79.399231,M5T 2G7
920,2016,Other,Mount Olive-Silverstone-Jamestown (2),43.736351,-79.581047,M9V 3M5
921,2016,Shooting,Kensington-Chinatown (78),43.655853,-79.399231,M5T 2G7
922,2016,Stabbing,Etobicoke West Mall (13),43.652397,-79.572212,M9C 1G8
923,2016,Other,Victoria Village (43),43.715988,-79.304939,M4B 2V7
924,2016,Stabbing,Rustic (28),43.702881,-79.503838,M9N 2S4
925,2016,Stabbing,Clairlea-Birchmount (120),43.706490,-79.289474,M1L 3H1
926,2016,Shooting,Humber Heights-Westmount (8),43.692627,-79.517494,M9P 1E9
927,2016,Shooting,Scarborough Village (139),43.745022,-79.219696,M1J 3P2
928,2016,Other,Scarborough Village (139),43.744343,-79.213768,M1J 3M5
929,2016,Other,Kensington-Chinatown (78),43.652412,-79.390663,M5T 3K2
930,2016,Shooting,L'Amoreaux (117),43.797119,-79.305160,M1T 2Z3
931,2016,Other,Pelmo Park-Humberlea (23),43.715275,-79.510811,NOTAVAIL
932,2016,Shooting,South Riverdale (70),43.662285,-79.340599,M4M 2S1
933,2016,Shooting,Regent Park (72),43.655617,-79.364464,M5A 1T2
934,2016,Other,York University Heights (27),43.748989,-79.494858,M3J 1A7
935,2016,Shooting,Rosedale-Moore Park (98),43.670227,-79.386787,M4Y 2B2
936,2016,Shooting,Mimico (includes Humber Bay Shores) (17),43.611767,-79.496536,M8V 2T2
937,2016,Shooting,Danforth (66),43.683121,-79.324768,M4C 1H8
938,2016,Shooting,Wexford/Maryvale (119),43.758415,-79.312927,M1R 4B9
939,2016,Shooting,Wexford/Maryvale (119),43.758415,-79.312927,M1R 4B9
940,2016,Shooting,Mount Olive-Silverstone-Jamestown (2),43.732025,-79.589424,M9V 4N4
941,2017,Shooting,Moss Park (73),43.654858,-79.367943,M5A 1S2
942,2016,Other,Malvern (132),43.806538,-79.218651,M1B 3G5
943,2016,Other,Malvern (132),43.806538,-79.218651,M1B 3G5
944,2016,Other,Malvern (132),43.806538,-79.218651,M1B 3G5
945,2016,Other,Malvern (132),43.806538,-79.218651,M1B 3G5
946,2017,Shooting,Humber Summit (21),43.755985,-79.570419,NOTAVAIL
947,2017,Other,Mimico (includes Humber Bay Shores) (17),43.612087,-79.515823,M8V 2E8
948,2017,Shooting,Moss Park (73),43.651608,-79.371079,M5A 1N9
949,2017,Shooting,Cabbagetown-South St.James Town (71),43.662972,-79.362335,M5A 2J1
950,2017,Shooting,Glenfield-Jane Heights (25),43.754856,-79.517075,M3N 2Y9
951,2017,Shooting,Danforth (66),43.682812,-79.342972,M4J 1L2
952,2017,Shooting,Elms-Old Rexdale (5),43.716553,-79.552368,M9W 3W7
953,2017,Other,Willowdale West (37),43.774895,-79.415581,M2N 1Y7
954,2017,Other,O'Connor-Parkview (54),43.702221,-79.297287,M4B 2E6
955,2015,Other,West Humber-Clairville (1),43.742100,-79.595161,M9V 3Y6
956,2017,Shooting,Thorncliffe Park (55),43.707478,-79.343628,M4H 1C3
957,2016,Shooting,Mount Olive-Silverstone-Jamestown (2),43.732025,-79.589424,M9V 4N4
958,2017,Shooting,Rouge (131),43.810204,-79.184669,M1B 6K4
959,2017,Shooting,Taylor-Massey (61),43.701679,-79.295456,M4B 2E6
960,2017,Shooting,Humber Heights-Westmount (8),43.691223,-79.519722,M9P 1E9
961,2017,Shooting,L'Amoreaux (117),43.797455,-79.330933,NOTAVAIL
962,2017,Shooting,South Riverdale (70),43.660088,-79.344459,M4M 1J4
963,2017,Shooting,Briar Hill-Belgravia (108),43.697918,-79.451141,M6B 4J3
964,2017,Other,North Riverdale (68),43.665485,-79.355408,M4M 2B3
965,2017,Shooting,North Riverdale (68),43.667095,-79.345192,M4M 1Y5
966,2017,Other,Beechborough-Greenbrook (112),43.688370,-79.482880,M6M 4G9
967,2017,Shooting,Humbermede (22),43.747688,-79.557281,M9M 2G3
968,2017,Stabbing,Dovercourt-Wallace Emerson-Junction (93),43.667217,-79.444176,M6H 1N7
969,2017,Shooting,Regent Park (72),43.660450,-79.364769,M5A 2G7
970,2017,Shooting,Rouge (131),43.813316,-79.199196,M1B 3J1
971,2017,Shooting,Rouge (131),43.813316,-79.199196,M1B 3J1
972,2017,Shooting,Malvern (132),43.810276,-79.210510,M1B 3A9
973,2017,Shooting,Yorkdale-Glen Park (31),43.714088,-79.454750,M6B 3T8
974,2017,Shooting,Moss Park (73),43.654526,-79.369461,M5A 1S2
975,2017,Shooting,Humewood-Cedarvale (106),43.686195,-79.420868,NOTAVAIL
976,2017,Stabbing,Broadview North (57),43.689510,-79.353661,M4K 2T3
977,2017,Stabbing,Black Creek (24),43.759285,-79.507927,M3N 1N3
978,2017,Other,North Riverdale (68),43.667095,-79.345192,M4M 1Y5
979,2017,Shooting,University (79),43.656723,-79.406517,M5T 1T3
980,2017,Stabbing,Glenfield-Jane Heights (25),43.749149,-79.515686,M3N 1K1
981,2017,Shooting,Downsview-Roding-CFB (26),43.719833,-79.513802,M3L 1A2
982,2017,Shooting,Elms-Old Rexdale (5),43.727653,-79.549538,M9W 2N8
983,2017,Stabbing,Eglinton East (138),43.739460,-79.245529,M1J 2E1
984,2017,Stabbing,Henry Farm (53),43.769302,-79.343109,M2J 1M4
985,2017,Shooting,Dorset Park (126),43.768902,-79.285553,M1P 4N4
986,2017,Shooting,Cabbagetown-South St.James Town (71),43.663429,-79.360329,M5A 2J1
987,2017,Shooting,Bay Street Corridor (76),43.648010,-79.386368,NOTAVAIL
988,2017,Stabbing,Birchcliffe-Cliffside (122),43.698170,-79.264465,M1N 3J7
989,2017,Shooting,Downsview-Roding-CFB (26),43.719833,-79.513802,NOTAVAIL
990,2017,Shooting,South Riverdale (70),43.643093,-79.350617,M5A 1A4
991,2017,Shooting,South Riverdale (70),43.643093,-79.350617,M5A 1A4
992,2017,Shooting,Kingsview Village-The Westway (6),43.694473,-79.548469,M9R
993,2017,Other,Rexdale-Kipling (4),43.726551,-79.570236,M9W 4L5
994,2017,Stabbing,Woodbine-Lumsden (60),43.697529,-79.315949,M4C 4K7
995,2017,Shooting,Kingsview Village-The Westway (6),43.698734,-79.552231,M9R 3C8
996,2017,Shooting,Humber Summit (21),43.751442,-79.552986,M9L 1X9
997,2017,Stabbing,Thorncliffe Park (55),43.707478,-79.343628,M4H 1C3
998,2017,Other,Dovercourt-Wallace Emerson-Junction (93),43.667763,-79.425438,M6G 3N1
999,2017,Stabbing,Victoria Village (43),43.715988,-79.304939,M4B 2V7
1000,2018,Shooting,York University Heights (27),43.777721,-79.494652,M3J
1001,2018,Shooting,Tam O'Shanter-Sullivan (118),43.783596,-79.299347,M1T 2M5
1002,2018,Other,South Riverdale (70),43.659195,-79.348495,NOTAVAIL
1003,2018,Shooting,Downsview-Roding-CFB (26),43.734863,-79.489098,M3M 2C9
1004,2018,Stabbing,Kennedy Park (124),43.732773,-79.264557,M1K 2P8
1005,2018,Other,Clairlea-Birchmount (120),43.700085,-79.286728,M1L 3H1
1006,2018,Other,Church-Yonge Corridor (75),43.656502,-79.377144,M5B 1Z2
1007,2018,Shooting,Pelmo Park-Humberlea (23),43.719475,-79.530441,M9M 2K3
1008,2018,Shooting,West Hill (136),43.767654,-79.189613,M1E 1Z7
1009,2018,Other,Moss Park (73),43.654526,-79.369461,M5A 1S2
1010,2018,Stabbing,Moss Park (73),43.660656,-79.374847,M5A 2L3
1011,2018,Shooting,Kingsview Village-The Westway (6),43.701328,-79.548676,M9R 1V8
1012,2018,Shooting,Black Creek (24),43.759018,-79.517776,M3N 2Y9
1013,2018,Shooting,Waterfront Communities-The Island (77),43.644955,-79.397644,M5V 1L7
1014,2018,Shooting,Mount Olive-Silverstone-Jamestown (2),43.750977,-79.585831,M9V 5C7
