Occurrence_year,Homicide_Type,Neighbourhood,Lat,Long,postcode
343,2007,Other,Caledonia-Fairbank (109),43.689285,-79.459274,M6E 4M2
344,2007,Other,Morningside (135),43.782604,-79.204979,M1G 3K5
345,2007,Stabbing,Rouge (131),43.822872,-79.217918,M1X 1Y3
346,2007,Stabbing,Regent Park (72),43.659443,-79.366013,M5A 3A3
347,2007,Shooting,Rouge (131),43.797649,-79.153854,M1B 4X3
348,2007,Stabbing,West Hill (136),43.762016,-79.194740,M1E 5B3
349,2007,Shooting,Yorkdale-Glen Park (31),43.720859,-79.449371,M6A 2R1
350,2007,Stabbing,Woburn (137),43.779549,-79.232979,M1H 3B7
351,2007,Shooting,Oakwood Village (107),43.692265,-79.440636,NOTAVAIL
352,2007,Shooting,Glenfield-Jane Heights (25),43.741077,-79.503403,M3L 1Y5
353,2007,Shooting,North St.James Town (74),43.668873,-79.374451,M4X 1G3
354,2007,Shooting,Waterfront Communities-The Island (77),43.648201,-79.388680,NOTAVAIL
355,2007,Shooting,Rouge (131),43.818443,-79.211906,M1B 5J2
356,2007,Other,Junction Area (90),43.665405,-79.464562,NOTAVAIL
357,2007,Shooting,West Humber-Clairville (1),43.733776,-79.593536,M9V 3S4
358,2007,Stabbing,Eglinton East (138),43.738857,-79.238357,M1J 2E4
359,2007,Shooting,Cabbagetown-South St.James Town (71),43.662972,-79.362335,M5A 2J1
360,2007,Stabbing,Trinity-Bellwoods (81),43.645702,-79.411484,M6J 1G3
361,2007,Stabbing,Thorncliffe Park (55),43.703213,-79.346626,M4H 1J6
362,2007,Stabbing,Islington-City Centre West (14),43.641522,-79.555687,M9B 3Z8
363,2007,Shooting,Oakridge (121),43.693947,-79.284081,M1L 3E4
364,2007,Other,Cliffcrest (123),43.727985,-79.229118,M1M 1P2
365,2007,Other,Agincourt North (129),43.805092,-79.283401,M1S 5C2
366,2007,Stabbing,Dorset Park (126),43.748180,-79.281441,M1P 2P9
367,2007,Other,Oakwood Village (107),43.683056,-79.441513,NOTAVAIL
368,2007,Shooting,Black Creek (24),43.768829,-79.520401,M3N 2K7
369,2007,Other,Rustic (28),43.706646,-79.504829,M9N 2S4
370,2007,Shooting,Church-Yonge Corridor (75),43.659100,-79.382118,M5G 2K2
371,2007,Other,Parkwoods-Donalda (45),43.764641,-79.344650,M3A 3A6
372,2007,Shooting,Glenfield-Jane Heights (25),43.754856,-79.517075,M3N 2Y9
373,2007,Stabbing,Downsview-Roding-CFB (26),43.737373,-79.490776,M3M 2C9
374,2007,Shooting,Rockcliffe-Smythe (111),43.671673,-79.493752,NOTAVAIL
375,2007,Shooting,Wychwood (94),43.680527,-79.431290,M6C 1B3
376,2007,Shooting,Glenfield-Jane Heights (25),43.750137,-79.511391,M3N 1J4
377,2007,Shooting,Wexford/Maryvale (119),43.757027,-79.310150,M1R 2J1
378,2007,Other,Hillcrest Village (48),43.809086,-79.361885,M2H 2E4
379,2007,Shooting,North Riverdale (68),43.666161,-79.352913,M4M 2B5
380,2007,Shooting,Islington-City Centre West (14),43.646774,-79.530556,M9A 1B6
381,2007,Other,Clairlea-Birchmount (120),43.707939,-79.287437,NOTAVAIL
382,2007,Stabbing,Glenfield-Jane Heights (25),43.749149,-79.515686,M3N 1K1
383,2007,Shooting,Moss Park (73),43.656502,-79.366951,M5A 1W7
384,2008,Shooting,Eglinton East (138),43.744793,-79.244720,M1J 2E1
385,2007,Shooting,Tam O'Shanter-Sullivan (118),43.783596,-79.299347,M1T 2M5
386,2007,Shooting,Malvern (132),43.794663,-79.234932,M1B 5Z6
387,2007,Stabbing,O'Connor-Parkview (54),43.710529,-79.308952,M4B 2T8
388,2007,Shooting,Black Creek (24),43.767212,-79.514770,M3N 2K7
389,2007,Shooting,Morningside (135),43.784832,-79.195435,M1C 0C7
390,2007,Shooting,Malvern (132),43.812088,-79.212547,M1B 3G5
391,2007,Shooting,Rouge (131),43.817909,-79.211021,M1B 5H3
392,2007,Shooting,Regent Park (72),43.658302,-79.359505,M5A 3J7
393,2007,Stabbing,Mount Olive-Silverstone-Jamestown (2),43.753620,-79.587097,M9V 5C7
394,2007,Stabbing,Woburn (137),43.775440,-79.252586,M1H 3E3
395,2007,Other,Waterfront Communities-The Island (77),43.643940,-79.368996,NOTAVAIL
396,2008,Stabbing,O'Connor-Parkview (54),43.708946,-79.317009,M4B 1M3
397,2008,Shooting,Church-Yonge Corridor (75),43.669369,-79.386421,M4Y 2B2
398,2008,Shooting,North Riverdale (68),43.666153,-79.349457,M4M 1Y2
399,2008,Shooting,Downsview-Roding-CFB (26),43.724896,-79.509605,M3L 2H9
400,2008,Shooting,Eglinton East (138),43.744793,-79.244720,M1J 2E1
401,2013,Other,Dovercourt-Wallace Emerson-Junction (93),43.669842,-79.426285,M6G 3B9
402,2013,Other,Don Valley Village (47),43.787018,-79.356964,M2J 2W3
403,2013,Shooting,Glenfield-Jane Heights (25),43.751820,-79.516891,M3N 1K8
404,2013,Shooting,Niagara (82),43.632687,-79.424927,M6K 1A9
405,2013,Shooting,Mount Olive-Silverstone-Jamestown (2),43.732510,-79.586418,M9V 3M5
406,2013,Stabbing,Caledonia-Fairbank (109),43.693027,-79.455284,M6E 4M2
407,2013,Other,Rexdale-Kipling (4),43.726551,-79.570236,M9W 4L5
408,2013,Other,Wexford/Maryvale (119),43.743763,-79.302200,M1R 2Y5
409,2013,Shooting,Cabbagetown-South St.James Town (71),43.663391,-79.372162,NOTAVAIL
410,2013,Shooting,Waterfront Communities-The Island (77),43.644455,-79.400093,M5V 1M3
411,2013,Other,Moss Park (73),43.658295,-79.371033,M5A 1Z9
412,2013,Shooting,Yorkdale-Glen Park (31),43.724750,-79.457085,M6A 3B2
413,2013,Other,Steeles (116),43.815731,-79.333481,L3R 9Z7
414,2013,Other,Newtonbrook East (50),43.781639,-79.416000,M2N 5S2
415,2013,Other,Steeles (116),43.815731,-79.333481,L3R 9Z7
416,2013,Other,Regent Park (72),43.662418,-79.358688,M5A 2B7
417,2013,Other,Niagara (82),43.644196,-79.410049,M6J 2L5
418,2013,Shooting,Rouge (131),43.818771,-79.215073,M1B 5J2
419,2013,Stabbing,Eringate-Centennial-West Deane (11),43.642574,-79.580856,M9C 1Y5
420,2013,Stabbing,Lansing-Westgate (38),43.757469,-79.425423,M2N 1N1
421,2013,Other,Glenfield-Jane Heights (25),43.739391,-79.513222,M3L 2E8
422,2013,Stabbing,Birchcliffe-Cliffside (122),43.692070,-79.263702,M1N 1S2
423,2013,Stabbing,Eringate-Centennial-West Deane (11),43.642574,-79.580856,M9C 1Y5
424,2013,Stabbing,Eringate-Centennial-West Deane (11),43.642574,-79.580856,NOTAVAIL
425,2013,Shooting,Trinity-Bellwoods (81),43.650959,-79.421379,M6J 1X2
426,2013,Other,O'Connor-Parkview (54),43.712521,-79.300354,M4B 2A6
427,2013,Shooting,Rouge (131),43.821373,-79.220367,M1X 1Y3
428,2013,Other,Agincourt North (129),43.807812,-79.284157,M1V 1H6
429,2013,Shooting,High Park-Swansea (87),43.637878,-79.470642,NOTAVAIL
430,2013,Stabbing,Broadview North (57),43.682930,-79.357216,M4K 2R6
431,2013,Shooting,Elms-Old Rexdale (5),43.721275,-79.545715,M9W 6A5
432,2013,Shooting,Glenfield-Jane Heights (25),43.750740,-79.516075,M3N 2Y9
433,2013,Shooting,Glenfield-Jane Heights (25),43.749229,-79.510452,M3N 1J4
434,2014,Other,Dorset Park (126),43.759132,-79.289589,M1R 2Z4
435,2013,Shooting,Glenfield-Jane Heights (25),43.749229,-79.510452,M3N 1J4
436,2014,Shooting,Humber Heights-Westmount (8),43.694614,-79.517342,M9N 1W2
437,2014,Other,Woburn (137),43.770390,-79.220123,NOTAVAIL
438,2014,Stabbing,O'Connor-Parkview (54),43.702221,-79.297287,M4B 2E6
439,2014,Other,Wexford/Maryvale (119),43.769482,-79.302269,M1T 1W9
440,2014,Shooting,Lawrence Park North (105),43.733669,-79.404396,M4N 2M4
441,2014,Shooting,Alderwood (20),43.608871,-79.552994,M8W 2N9
442,2014,Stabbing,Mount Olive-Silverstone-Jamestown (2),43.738392,-79.582687,M9V 3M5
443,2014,Shooting,Flemingdon Park (44),43.716557,-79.337318,M3C 1V4
444,2014,Stabbing,Stonegate-Queensway (16),43.630878,-79.517761,M8Z 2G6
445,2013,Shooting,Weston (113),43.704548,-79.528320,M9N 1X7
446,2013,Stabbing,Hillcrest Village (48),43.806038,-79.367317,M2H 2G6
447,2013,Stabbing,Danforth (66),43.683369,-79.323639,M4C 1H8
448,2013,Shooting,Willowridge-Martingrove-Richview (7),43.676342,-79.570412,M9R 3V7
449,2014,Other,Greenwood-Coxwell (65),43.680378,-79.330810,M4J 5B5
450,2014,Stabbing,Woburn (137),43.758186,-79.233078,M1H 1S2
451,2013,Stabbing,Beechborough-Greenbrook (112),43.691719,-79.467697,M6E 4Y2
452,2014,Stabbing,South Riverdale (70),43.662468,-79.351356,M4M 2G3
453,2014,Shooting,East End-Danforth (62),43.686165,-79.310669,M4C 1K3
454,2014,Shooting,East End-Danforth (62),43.686165,-79.310669,M4C 1K3
455,2014,Shooting,Weston-Pellam Park (91),43.668487,-79.452370,NOTAVAIL
456,2014,Shooting,Cabbagetown-South St.James Town (71),43.664467,-79.368057,NOTAVAIL
457,2014,Shooting,Rouge (131),43.819096,-79.213020,M1B 5J2
458,2013,Stabbing,Weston (113),43.702518,-79.519508,M9N 1X4
459,2014,Shooting,Briar Hill-Belgravia (108),43.696362,-79.447334,M6E 2H4
460,2014,Shooting,Greenwood-Coxwell (65),43.674320,-79.328201,M4L 2Y1
461,2014,Other,Agincourt North (129),43.808292,-79.287537,M1V 1H6
462,2014,Shooting,Moss Park (73),43.657307,-79.373459,M5A 2L3
463,2014,Shooting,Yorkdale-Glen Park (31),43.719116,-79.448227,M6A 2R1
464,2014,Other,L'Amoreaux (117),43.783878,-79.327057,M2J 4A7
465,2014,Stabbing,Etobicoke West Mall (13),43.652397,-79.572212,M9C 1G8
466,2014,Shooting,Mount Dennis (115),43.684479,-79.498825,NOTAVAIL
467,2014,Shooting,Waterfront Communities-The Island (77),43.644031,-79.394486,M5V 2J2
468,2014,Other,Dovercourt-Wallace Emerson-Junction (93),43.661739,-79.426857,M6H 1L4
469,2014,Other,North St.James Town (74),43.667297,-79.373779,M4X 1P8
470,2014,Other,Cabbagetown-South St.James Town (71),43.668175,-79.369560,M4X 1G9
471,2014,Stabbing,East End-Danforth (62),43.689308,-79.296768,M4C 5A7
472,2014,Shooting,Rustic (28),43.702881,-79.503838,NOTAVAIL
473,2014,Shooting,St.Andrew-Windfields (40),43.760048,-79.395378,M2L 2H8
474,2014,Other,Islington-City Centre West (14),43.646774,-79.530556,M9A 1B6
475,2014,Shooting,Woburn (137),43.757843,-79.224709,M1H 2A2
476,2014,Other,Don Valley Village (47),43.787651,-79.351654,M2Z 3C1
477,2014,Shooting,York University Heights (27),43.762245,-79.500519,M3J 1V6
478,2014,Stabbing,Mount Olive-Silverstone-Jamestown (2),43.746815,-79.583809,M9V 3B2
479,2014,Stabbing,Danforth (66),43.681713,-79.331352,M4J 1M6
480,2014,Shooting,Scarborough Village (139),43.742836,-79.220558,M1J 2G2
481,2014,Stabbing,Oakwood Village (107),43.696072,-79.445000,M6E 2H4
482,2014,Shooting,Junction Area (90),43.678902,-79.474075,NOTAVAIL
483,2014,Shooting,Kingsview Village-The Westway (6),43.700695,-79.545532,M9P 3M7
484,2014,Shooting,Kingsview Village-The Westway (6),43.700695,-79.545532,M9P 3M7
485,2014,Shooting,Regent Park (72),43.657223,-79.363754,M5A 1W7
486,2006,Shooting,Rouge (131),43.829815,-79.226456,NOTAVAIL
487,2014,Other,Don Valley Village (47),43.790741,-79.361153,M2J 2W3
488,2014,Other,Dovercourt-Wallace Emerson-Junction (93),43.666431,-79.438187,M6H 3G4
489,2014,Shooting,Downsview-Roding-CFB (26),43.742870,-79.486000,M3M 2W9
490,2014,Shooting,Beechborough-Greenbrook (112),43.690979,-79.471512,M6M 1T9
491,2013,Shooting,Moss Park (73),43.656502,-79.366951,M5A 1W7
492,2013,Other,Rockcliffe-Smythe (111),43.678806,-79.482903,NOTAVAIL
493,2013,Stabbing,Bay Street Corridor (76),43.650444,-79.384651,NOTAVAIL
494,2013,Other,Kensington-Chinatown (78),43.655140,-79.398926,M5T 2G7
495,2013,Other,Regent Park (72),43.659763,-79.364502,M5A 1Y1
496,2013,Other,Wychwood (94),43.673840,-79.422386,M6G 2B4
497,2013,Shooting,East End-Danforth (62),43.678886,-79.298027,M4E 1R7
498,2013,Stabbing,Lawrence Park North (105),43.730171,-79.395271,M4N 1X2
499,2013,Other,Pelmo Park-Humberlea (23),43.711510,-79.510101,M6L 1N4
500,2013,Other,Milliken (130),43.824276,-79.272194,M1V 3H7
501,2013,Other,Bathurst Manor (34),43.753071,-79.450218,M3H 2T5
502,2008,Shooting,Malvern (132),43.813580,-79.230560,NOTAVAIL
503,2011,Other,Clairlea-Birchmount (120),43.712563,-79.263367,M1K 1E7
504,2008,Shooting,Woburn (137),43.763733,-79.211418,M1G 1P1
505,2011,Other,Little Portugal (84),43.641239,-79.422852,M6J 3S7
506,2008,Other,Trinity-Bellwoods (81),43.647747,-79.409500,M6J 2K6
507,2013,Shooting,Humber Summit (21),43.768456,-79.542305,M9L 2T6
508,2008,Other,Bathurst Manor (34),43.751667,-79.456749,M3H 2T5
509,2013,Shooting,Willowdale East (51),43.769730,-79.410805,M2N 6T3
510,2008,Shooting,Yorkdale-Glen Park (31),43.719116,-79.448227,M6A 2R1
511,2013,Shooting,Mount Olive-Silverstone-Jamestown (2),43.750977,-79.585831,M9V 5C7
512,2008,Stabbing,Etobicoke West Mall (13),43.652397,-79.572212,M9C 1G8
513,2009,Other,Rockcliffe-Smythe (111),43.683735,-79.482460,M6L 2H4
514,2008,Shooting,South Riverdale (70),43.664845,-79.341606,M4M 2S1
515,2009,Shooting,Mimico (includes Humber Bay Shores) (17),43.610455,-79.494583,M8V 1R4
516,2014,Stabbing,Thorncliffe Park (55),43.708019,-79.341385,NOTAVAIL
517,2008,Stabbing,Dovercourt-Wallace Emerson-Junction (93),43.662067,-79.445862,NOTAVAIL
518,2009,Shooting,Eglinton East (138),43.735584,-79.253189,M1K 4V4
519,2014,Stabbing,Thorncliffe Park (55),43.708019,-79.341385,M4H 1C5
520,2008,Stabbing,Scarborough Village (139),43.745106,-79.219727,M1J 3P2
521,2009,Shooting,West Humber-Clairville (1),43.738060,-79.593002,M9V 3L5
522,2014,Stabbing,Thorncliffe Park (55),43.708019,-79.341385,M4H 1C5
523,2008,Stabbing,Junction Area (90),43.667866,-79.465614,NOTAVAIL
524,2009,Shooting,Mount Olive-Silverstone-Jamestown (2),43.746319,-79.588165,M9V 2C9
525,2014,Shooting,Bay Street Corridor (76),43.655243,-79.386063,M5G 1C7
526,2008,Other,Scarborough Village (139),43.745106,-79.219727,M1J 3P2
527,2009,Shooting,Blake-Jones (69),43.672451,-79.338188,M4J 1A7
528,2014,Stabbing,North St.James Town (74),43.667297,-79.373779,M4X 1P8
529,2008,Stabbing,Banbury-Don Mills (42),43.731266,-79.335190,M3C 1M1
530,2009,Shooting,Moss Park (73),43.650394,-79.367889,M5A 2P7
531,2014,Stabbing,Bendale (127),43.745525,-79.254822,M1J 1C2
532,2008,Other,Banbury-Don Mills (42),43.731266,-79.335190,NOTAVAIL
533,2009,Shooting,Bayview Woods-Steeles (49),43.791298,-79.369125,M2H 1S9
534,2014,Stabbing,High Park North (88),43.656334,-79.468224,NOTAVAIL
535,2008,Shooting,Malvern (132),43.810551,-79.213936,M1B 3G5
536,2009,Other,Kennedy Park (124),43.717567,-79.272667,M1K 0A4
537,2014,Other,Little Portugal (84),43.643017,-79.424797,M6J 1J5
538,2008,Shooting,Tam O'Shanter-Sullivan (118),43.784115,-79.297165,M1T 2V3
539,2009,Shooting,South Parkdale (85),43.633953,-79.434776,M6K 1C2
540,2015,Stabbing,Cabbagetown-South St.James Town (71),43.662422,-79.376717,M5B 1M1
541,2008,Shooting,Clairlea-Birchmount (120),43.716675,-79.299286,M4B 2J0
542,2009,Other,Church-Yonge Corridor (75),43.650669,-79.377243,NOTAVAIL
543,2015,Stabbing,Newtonbrook East (50),43.781338,-79.412674,M2N 4P9
544,2008,Shooting,East End-Danforth (62),43.685982,-79.306396,M4C 1K4
545,2009,Shooting,York University Heights (27),43.749611,-79.487595,M3J 1P5
546,2015,Shooting,Yorkdale-Glen Park (31),43.720859,-79.449371,M6A 2R1
547,2008,Shooting,Niagara (82),43.645016,-79.409477,M6J 2L5
548,2008,Shooting,Niagara (82),43.645016,-79.409477,M6J 2L5
549,2008,Shooting,Rockcliffe-Smythe (111),43.671673,-79.493752,NOTAVAIL
550,2008,Other,Clairlea-Birchmount (120),43.700085,-79.286728,M1L 3H1
551,2008,Other,Taylor-Massey (61),43.696526,-79.297310,M4C 5M9
552,2008,Shooting,Wexford/Maryvale (119),43.751499,-79.313026,M1R 1T6
553,2008,Stabbing,Rosedale-Moore Park (98),43.689133,-79.394569,M4T 1Z2
554,2008,Shooting,Morningside (135),43.784832,-79.195435,M1C 0C7
555,2008,Shooting,Rouge (131),43.797863,-79.152779,M1B 4X3
556,2008,Shooting,Alderwood (20),43.606293,-79.545982,M8W 3T7
557,2008,Shooting,Alderwood (20),43.606293,-79.545982,M8W 3T7
558,2008,Shooting,Alderwood (20),43.606293,-79.545982,M8W 3T7
559,2007,Stabbing,Mount Olive-Silverstone-Jamestown (2),43.753620,-79.587097,M9V 5C7
560,2007,Stabbing,Rouge (131),43.822872,-79.217918,M1X 1Y3
561,2007,Shooting,Rouge (131),43.797649,-79.153854,M1B 4X3
562,2008,Shooting,Pelmo Park-Humberlea (23),43.714741,-79.510559,NOTAVAIL
563,2008,Shooting,Beechborough-Greenbrook (112),43.689671,-79.477181,M6M 1T9
564,2008,Stabbing,Moss Park (73),43.656166,-79.370125,M5A 1Z9
565,2008,Other,Roncesvalles (86),43.642963,-79.436264,M6K 3L2
566,2008,Stabbing,Woodbine Corridor (64),43.670181,-79.313240,M4L 3G8
567,2008,Shooting,Agincourt South-Malvern West (128),43.787396,-79.257278,M1S 3E5
568,2008,Shooting,Willowdale West (37),43.765469,-79.440933,M2R 3V3
569,2008,Shooting,Malvern (132),43.806564,-79.225944,M1B 2L2
570,2008,Other,West Humber-Clairville (1),43.716534,-79.592613,M9W 6K5
571,2008,Other,Waterfront Communities-The Island (77),43.649212,-79.356186,M5A 3C4
572,2008,Stabbing,Bayview Village (52),43.765949,-79.379173,M2K 1C3
573,2008,Shooting,Beechborough-Greenbrook (112),43.691364,-79.469719,M6M 3P1
574,2008,Stabbing,Humber Summit (21),43.752094,-79.542381,M9M 2C7
575,2008,Shooting,Maple Leaf (29),43.722557,-79.481270,M3M 1J8
576,2008,Shooting,Black Creek (24),43.761921,-79.518822,M3N 2X9
577,2008,Stabbing,Agincourt South-Malvern West (128),43.781738,-79.287430,M1T 3L4
578,2008,Shooting,Glenfield-Jane Heights (25),43.755474,-79.514191,NOTAVAIL
579,2008,Shooting,Humber Heights-Westmount (8),43.683964,-79.511459,M6M 2E6
580,2008,Other,Downsview-Roding-CFB (26),43.734715,-79.490219,M3M 0A8
581,2008,Shooting,Downsview-Roding-CFB (26),43.719833,-79.513802,M3L 1A2
582,2008,Other,Waterfront Communities-The Island (77),43.635677,-79.398361,M5V 3N2
583,2008,Stabbing,Rouge (131),43.807560,-79.166779,M1B 2K5
584,2008,Stabbing,Rouge (131),43.807560,-79.166779,M1B 2K5
585,2008,Shooting,Scarborough Village (139),43.741795,-79.225166,M1J 3P2
586,2008,Shooting,South Riverdale (70),43.663242,-79.330223,M4L 1C2
587,2008,Shooting,Clanton Park (33),43.754097,-79.440124,M3H 2S1
588,2008,Other,Kensington-Chinatown (78),43.651440,-79.399918,M5T 1H5
589,2008,Stabbing,Morningside (135),43.770813,-79.217941,M1G 3B5
590,2008,Stabbing,Morningside (135),43.770813,-79.217941,M1G 3B5
591,2008,Stabbing,Morningside (135),43.770813,-79.217941,M1G 3B5
592,2008,Other,Eringate-Centennial-West Deane (11),43.653030,-79.572548,NOTAVAIL
593,2008,Shooting,Wexford/Maryvale (119),43.742145,-79.309792,M1R 1T6
594,2008,Stabbing,New Toronto (18),43.601540,-79.508896,M8V 3Z2
595,2008,Stabbing,Beechborough-Greenbrook (112),43.696602,-79.470932,M6M 3X7
596,2008,Other,Ionview (125),43.732864,-79.278900,M1K 1S4
597,2009,Shooting,Humber Summit (21),43.751442,-79.552986,M9L 1X9
598,2009,Shooting,Banbury-Don Mills (42),43.740944,-79.355278,M3B 1H4
599,2009,Other,Flemingdon Park (44),43.717743,-79.326553,M3C 3E7
600,2009,Stabbing,Weston-Pellam Park (91),43.670841,-79.461311,NOTAVAIL
601,2009,Shooting,Keelesdale-Eglinton West (110),43.688522,-79.474358,M6M 1T9
602,2009,Shooting,Weston (113),43.698345,-79.511314,M9N 3B3
603,2009,Shooting,Morningside (135),43.785690,-79.205704,M1E 4E6
604,2009,Shooting,Black Creek (24),43.766045,-79.511673,M3N 2N6
605,2009,Shooting,Beechborough-Greenbrook (112),43.689671,-79.477181,M6M 1T9
606,2009,Shooting,Dorset Park (126),43.753231,-79.276283,M1P 2L1
607,2009,Stabbing,Black Creek (24),43.755932,-79.524284,NOTAVAIL
608,2009,Stabbing,Kennedy Park (124),43.725819,-79.262543,M1K 3G2
609,2009,Stabbing,South Riverdale (70),43.665863,-79.334175,M4M 1L4
610,2009,Shooting,Keelesdale-Eglinton West (110),43.683998,-79.472420,M6M 1T9
611,2009,Shooting,Mount Dennis (115),43.684479,-79.498825,NOTAVAIL
612,2009,Shooting,Lambton Baby Point (114),43.663891,-79.503487,NOTAVAIL
613,2009,Stabbing,Dufferin Grove (83),43.649986,-79.437012,M6K 1V2
614,2009,Shooting,Rockcliffe-Smythe (111),43.668007,-79.500458,NOTAVAIL
615,2009,Stabbing,South Riverdale (70),43.658497,-79.351555,M4M 1G3
616,2009,Stabbing,Rockcliffe-Smythe (111),43.683735,-79.482460,M6L 2H4
617,2009,Stabbing,Kingsview Village-The Westway (6),43.695797,-79.552155,M9R
618,2009,Other,Yorkdale-Glen Park (31),43.715733,-79.467629,M6A 2W5
619,2009,Stabbing,South Riverdale (70),43.645313,-79.352478,M5A 1A4
620,2009,Stabbing,South Riverdale (70),43.645313,-79.352478,M5A 1A4
621,2009,Other,Greenwood-Coxwell (65),43.668335,-79.320183,M4L 1Z6
622,2009,Other,Glenfield-Jane Heights (25),43.734569,-79.511925,M3L 2E8
623,2009,Other,Dorset Park (126),43.771576,-79.285950,M1P 4N4
624,2009,Shooting,Rouge (131),43.793819,-79.128097,M1C 2Z2
625,2009,Stabbing,Tam O'Shanter-Sullivan (118),43.783596,-79.299347,M1T 2M5
626,2009,Shooting,Annex (95),43.665916,-79.407471,M5S 1X4
627,2009,Shooting,Annex (95),43.671902,-79.395432,M5R 3J8
628,2009,Shooting,West Humber-Clairville (1),43.755016,-79.606369,M9V 5B4
629,2017,Stabbing,Weston (113),43.701042,-79.519402,M9N 1X4
630,2009,Shooting,Wychwood (94),43.674683,-79.431488,M6G 2C3
631,2017,Shooting,Rouge (131),43.813343,-79.201775,M1B 5B5
632,2015,Shooting,Kensington-Chinatown (78),43.652313,-79.406021,M5T 2S6
633,2009,Shooting,Playter Estates-Danforth (67),43.679409,-79.346374,M4K 1R3
634,2017,Shooting,Scarborough Village (139),43.741795,-79.225166,M1J 3P2
635,2015,Other,Clairlea-Birchmount (120),43.712559,-79.262207,M1K 1E7
636,2009,Shooting,York University Heights (27),43.751942,-79.496696,M3J 1A7
637,2017,Other,Church-Yonge Corridor (75),43.666706,-79.381363,M4Y 2C6
638,2015,Shooting,Danforth (66),43.683945,-79.320892,M4C 1H8
639,2009,Stabbing,Annex (95),43.672691,-79.399147,M5S 1V4
640,2009,Other,North Riverdale (68),43.665050,-79.354340,NOTAVAIL
641,2017,Other,Centennial Scarborough (133),43.776463,-79.150543,M1C 1W7
642,2009,Stabbing,Annex (95),43.665916,-79.407471,M5S 1X4
643,2015,Shooting,Danforth (66),43.683945,-79.320892,M4C 1H8
644,2015,Shooting,Kingsview Village-The Westway (6),43.701328,-79.548676,M9R 1V8
645,2015,Stabbing,Willowridge-Martingrove-Richview (7),43.676342,-79.570412,M9R 3V7
646,2015,Other,Mimico (includes Humber Bay Shores) (17),43.620514,-79.483269,M8V 4C5
647,2015,Shooting,Mount Olive-Silverstone-Jamestown (2),43.732510,-79.586418,M9V 3M5
648,2015,Other,Corso Italia-Davenport (92),43.678436,-79.440857,M6E 3K4
649,2017,Shooting,Regent Park (72),43.659443,-79.366013,M5A 3A3
650,2015,Stabbing,Birchcliffe-Cliffside (122),43.692280,-79.263382,M1N 1S2
651,2010,Other,North Riverdale (68),43.665050,-79.354340,M4M 2B3
652,2017,Other,Malvern (132),43.811859,-79.211212,M1B 3A9
653,2015,Other,Taylor-Massey (61),43.695133,-79.303482,M4C 5A2
654,2009,Shooting,Oakwood Village (107),43.691544,-79.438904,M6C 2R1
655,2017,Shooting,Waterfront Communities-The Island (77),43.647839,-79.370789,NOTAVAIL
656,2015,Stabbing,West Hill (136),43.764870,-79.184883,M1E 4S6
657,2009,Shooting,Kingsview Village-The Westway (6),43.688229,-79.550636,M9R 1K8
658,2016,Other,Church-Yonge Corridor (75),43.667374,-79.381638,M4Y 2C7
659,2018,Other,Willowridge-Martingrove-Richview (7),43.681500,-79.563202,M9R 1H4
660,2015,Shooting,Danforth (66),43.683121,-79.324768,M4C 1H8
661,2009,Shooting,Bay Street Corridor (76),43.665646,-79.387726,M5S 3A5
662,2016,Other,Weston (113),43.705143,-79.529404,M9N 1X7
663,2018,Shooting,Humber Heights-Westmount (8),43.694614,-79.517342,M9N 1W2
664,2015,Other,Dovercourt-Wallace Emerson-Junction (93),43.665127,-79.454155,NOTAVAIL
665,2009,Shooting,Bendale (127),43.768944,-79.266502,M1P 3S4
666,2016,Shooting,Humbermede (22),43.742729,-79.540337,M9M 2V9
667,2004,Stabbing,Downsview-Roding-CFB (26),43.720917,-79.508636,M3M 1V1
668,2015,Shooting,Dovercourt-Wallace Emerson-Junction (93),43.659782,-79.447746,NOTAVAIL
669,2009,Shooting,Rustic (28),43.715744,-79.504761,NOTAVAIL
670,2016,Shooting,Mount Pleasant West (104),43.704571,-79.396797,M4S 2A7
671,2018,Shooting,Eringate-Centennial-West Deane (11),43.659401,-79.568420,M9B 2R5
672,2015,Stabbing,Woburn (137),43.757725,-79.235268,M1H 1S2
673,2009,Other,North St.James Town (74),43.667297,-79.373779,M4X 1P8
674,2016,Shooting,University (79),43.657211,-79.404076,M5T 1S3
675,2018,Shooting,Eringate-Centennial-West Deane (11),43.659401,-79.568420,M9B 2R5
676,2015,Shooting,Woburn (137),43.757725,-79.235268,M1H 1S2
677,2009,Shooting,Humber Summit (21),43.756695,-79.569443,M9L 2E3
678,2016,Shooting,University (79),43.657211,-79.404076,M5T 1S3
679,2018,Stabbing,Church-Yonge Corridor (75),43.663906,-79.384155,M4Y 1X9
680,2015,Stabbing,Woodbine-Lumsden (60),43.689480,-79.312408,M4C 1K3
681,2009,Shooting,Weston (113),43.703011,-79.525444,M9N 1X4
682,2016,Other,Little Portugal (84),43.649132,-79.437943,M6K 1V2
683,2017,Other,Thorncliffe Park (55),43.708019,-79.341385,M4H 1C5
684,2017,Other,Thorncliffe Park (55),43.708019,-79.341385,M4H 1C5
685,2016,Other,Thorncliffe Park (55),43.708019,-79.341385,NOTAVAIL
686,2017,Other,St.Andrew-Windfields (40),43.757893,-79.382179,M2L 2K4
687,2017,Other,St.Andrew-Windfields (40),43.757893,-79.382179,M2L 2K4
